date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:00:46	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:45%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/forbidden-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/forbidden-white.42.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:47	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:46%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/forward-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/forward-white.43.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:47	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:46%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/gear-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/gear-white.44.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:48	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:47%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/grid-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/grid-white.45.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:49	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:48%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/heart-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/heart-white.46.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:50	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:48%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/home-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/home-white.47.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:50	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:50%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/info-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/info-white.48.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:51	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:50%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/location-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/location-white.49.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:52	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:51%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/lock-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/lock-white.4a.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:52	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:51%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/mail-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/mail-white.4b.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:53	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:53%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/minus-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/minus-white.4c.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:54	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:53%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/navigation-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/navigation-white.4d.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:55	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:54%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/phone-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/phone-white.4e.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:55	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:54%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/plus-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/plus-white.4f.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:56	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:56%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/power-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/power-white.50.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:57	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:56%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/recycle-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/recycle-white.51.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:57	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:57%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/refresh-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/refresh-white.52.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:58	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:57%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/search-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/search-white.53.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:59	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:58%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/shop-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/shop-white.54.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:00	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:59%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/star-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/star-white.55.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:00	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:59%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/tag-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/tag-white.56.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:01	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:00%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/user-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/user-white.57.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:02	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:00%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/video-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/video-white.58.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:02	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:02%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/action-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/action-black.59.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:03	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:02%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/alert-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/alert-black.5a.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:04	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:03%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/arrow-d-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/arrow-d-black.5b.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:05	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:04%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/arrow-d-l-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/arrow-d-l-black.5c.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:05	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:04%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/arrow-d-r-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/arrow-d-r-black.5d.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:06	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:06%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/arrow-l-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/arrow-l-black.5e.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:07	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:06%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/arrow-r-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/arrow-r-black.5f.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:07	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:07%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/arrow-u-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/arrow-u-black.60.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:08	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:08%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/arrow-u-l-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/arrow-u-l-black.61.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:09	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:08%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/arrow-u-r-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/arrow-u-r-black.62.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:10	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:09%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/audio-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/audio-black.63.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:10	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:09%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/back-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/back-black.64.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:11	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:10%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/bars-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/bars-black.65.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:12	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:11%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/bullets-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/bullets-black.66.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:13	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:11%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/calendar-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/calendar-black.67.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:13	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:12%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/camera-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/camera-black.68.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:14	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:14%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/carat-d-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/carat-d-black.69.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:15	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:14%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/carat-l-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/carat-l-black.6a.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:15	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:15%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/carat-r-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/carat-r-black.6b.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:16	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:15%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/carat-u-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/carat-u-black.6c.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:17	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:16%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/check-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/check-black.6d.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:18	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:16%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/clock-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/clock-black.6e.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:18	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:17%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/cloud-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/cloud-black.6f.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:19	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:18%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/comment-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/comment-black.70.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:20	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:19%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/delete-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/delete-black.71.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:20	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:19%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/edit-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/edit-black.72.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:21	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:21%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/eye-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/eye-black.73.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:22	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:21%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/forbidden-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/forbidden-black.74.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:23	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:22%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/forward-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/forward-black.75.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:23	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:22%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/gear-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/gear-black.76.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:24	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:23%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/grid-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/grid-black.77.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:25	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:24%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/heart-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/heart-black.78.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:26	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:24%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/home-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/home-black.79.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:26	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:25%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/info-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/info-black.7a.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:27	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:26%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/location-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/location-black.7b.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:28	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:26%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/lock-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/lock-black.7c.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:28	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:28%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/mail-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/mail-black.7d.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:29	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:29%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/minus-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/minus-black.7e.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:30	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:29%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/navigation-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/navigation-black.7f.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:30	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:30%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/phone-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/phone-black.80.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:31	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:30%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/plus-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/plus-black.81.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:32	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:32%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/power-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/power-black.82.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:33	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:32%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/recycle-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/recycle-black.83.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:33	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:33%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/refresh-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/refresh-black.84.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:34	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:33%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/search-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/search-black.85.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:01:35	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:01:34%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/shop-black.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/shop-black.86.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
